	CRISPR-SMPL-1	CRISPR-CNTRL-1	CRISPR-SMPL-2	CRISPR-CNTRL-2	CRISPR-SMPL-3	CRISPR-CNTRL-3
gRNA-No-19210	7	23	2	16	47	24
gRNA-No-19211	0	0	0	0	0	0
gRNA-No-28861	0	0	0	0	0	0
gRNA-No-03002	12	16	20	59	50	94
gRNA-No-19215	0	0	0	0	0	0
gRNA-No-19217	439	561	277	1269	672	577
gRNA-No-19218	303	342	96	404	212	204
gRNA-No-19219	58	70	28	183	37	43
gRNA-No-40492	0	0	7	42	32	41
gRNA-No-19221	5	1	0	1	22	23
gRNA-No-19222	0	0	2	9	0	0
gRNA-No-19223	13	24	8	79	7	12
gRNA-No-14000	0	0	1	3	0	0
gRNA-No-19225	0	0	0	0	0	0
gRNA-No-14004	17	7	8	63	9	5
gRNA-No-14007	26	49	6	45	59	66
gRNA-No-40569	136	102	43	252	162	117
gRNA-No-19229	0	0	0	0	0	0
gRNA-No-19231	3	7	4	78	2	4
gRNA-No-14012	41	69	6	31	10	25
gRNA-No-19233	267	293	123	623	214	221
gRNA-No-19234	84	111	50	323	97	134
gRNA-No-19236	118	150	37	214	39	49
gRNA-No-19237	73	42	19	149	21	34
gRNA-No-19238	52	124	29	236	81	132
gRNA-No-19239	52	47	27	157	16	18
gRNA-No-14037	0	0	0	0	0	0
gRNA-No-19241	21	24	2	14	0	0
gRNA-No-19242	1	75	1	12	8	21
gRNA-No-19243	12	17	10	115	11	2
gRNA-No-19245	0	60	1	61	0	35
gRNA-No-19246	0	2	0	3	0	11
gRNA-No-12264	64	63	23	82	19	22
gRNA-No-19248	6	16	0	19	1	2
gRNA-No-19249	41	24	7	34	9	8
gRNA-No-19250	17	11	8	14	11	1
gRNA-No-19251	27	50	18	132	51	39
gRNA-No-19252	136	166	80	469	259	241
gRNA-No-19253	15	27	15	56	48	25
gRNA-No-19254	50	88	37	131	52	38
gRNA-No-19255	255	264	101	585	168	201
gRNA-No-19256	22	19	2	30	0	0
gRNA-No-19258	0	1	0	0	0	0
gRNA-No-14079	4	70	3	102	7	60
gRNA-No-14080	2	259	9	696	5	327
gRNA-No-19263	4	5	0	0	0	0
gRNA-No-50794	68	93	16	85	65	66
gRNA-No-19265	42	104	70	480	95	105
gRNA-No-19266	26	37	27	196	31	38
gRNA-No-19267	0	7	3	118	2	19
gRNA-No-19269	4	5	0	0	0	0
gRNA-No-19272	1	0	0	10	0	0
gRNA-No-19274	1	6	11	83	2	2
gRNA-No-19275	17	58	6	31	3	6
gRNA-No-19277	3	5	10	85	0	7
gRNA-No-19278	0	0	0	0	0	0
gRNA-No-19280	78	165	60	361	90	92
gRNA-No-19283	23	29	11	42	23	50
gRNA-No-19284	0	1	0	0	0	0
gRNA-No-19285	54	56	16	107	44	40
gRNA-No-19286	0	0	0	0	0	0
gRNA-No-19287	8	4	0	0	0	0
gRNA-No-19288	0	0	0	1	0	0
gRNA-No-19289	0	0	3	45	0	0
gRNA-No-19290	6	8	0	17	0	0
gRNA-No-19291	1	1	0	1	0	0
gRNA-No-19292	134	244	92	570	251	232
gRNA-No-19293	0	1	0	0	1	5
gRNA-No-19294	3	20	4	22	7	14
gRNA-No-14211	5	12	0	0	11	14
gRNA-No-19296	52	52	44	221	11	24
gRNA-No-19297	293	524	168	1178	474	510
gRNA-No-14221	57	95	40	144	35	46
gRNA-No-14222	303	387	122	751	358	298
gRNA-No-14223	100	88	21	115	55	65
gRNA-No-19301	383	533	133	850	494	432
gRNA-No-19302	0	5	0	5	0	0
gRNA-No-19303	42	246	28	525	59	198
gRNA-No-19304	52	50	5	32	21	11
gRNA-No-19305	0	0	0	0	0	0
gRNA-No-11948	39	86	33	214	117	111
gRNA-No-19309	104	130	68	228	109	87
gRNA-No-19310	12	11	0	0	0	0
gRNA-No-19311	86	115	20	159	111	134
gRNA-No-19312	161	305	84	518	188	189
gRNA-No-19313	206	218	119	723	252	282
gRNA-No-19314	70	112	22	178	118	65
gRNA-No-19315	45	44	44	230	63	31
gRNA-No-19316	155	280	133	508	199	105
gRNA-No-19317	99	140	67	249	175	117
gRNA-No-19318	8	31	5	40	61	44
gRNA-No-19319	0	2	1	0	0	0
gRNA-No-19320	0	0	0	0	44	19
gRNA-No-19321	14	27	3	49	16	32
gRNA-No-19322	6	7	0	0	6	5
gRNA-No-19324	0	1	0	0	0	1
gRNA-No-19326	28	40	19	103	5	0
gRNA-No-19327	144	171	85	488	180	186
gRNA-No-19328	0	0	0	0	0	0
gRNA-No-19329	0	8	19	182	11	50
gRNA-No-19330	17	48	23	74	55	42
gRNA-No-19331	191	303	94	458	383	317
gRNA-No-19332	37	59	21	123	80	64
gRNA-No-19333	40	57	5	38	18	21
gRNA-No-19334	0	0	0	2	0	0
gRNA-No-19335	7	4	0	32	2	3
gRNA-No-19336	5	5	1	5	9	18
gRNA-No-19337	230	236	81	458	324	238
gRNA-No-19338	40	20	22	114	139	90
gRNA-No-19339	15	16	7	26	33	50
gRNA-No-19340	196	186	64	389	229	224
gRNA-No-19341	38	44	28	116	71	64
gRNA-No-19342	0	0	0	0	1	0
gRNA-No-19343	345	449	109	697	235	201
gRNA-No-19344	68	147	56	331	212	183
gRNA-No-11953	99	130	57	224	56	43
gRNA-No-48049	45	86	14	47	6	18
gRNA-No-11955	89	113	54	209	97	135
gRNA-No-19349	0	1	1	0	0	0
gRNA-No-19350	38	36	1	27	13	24
gRNA-No-19351	142	109	106	451	80	83
gRNA-No-36668	0	0	0	1	0	0
gRNA-No-19353	83	159	84	414	147	123
gRNA-No-19354	19	30	15	66	15	41
gRNA-No-19355	64	90	27	125	6	18
gRNA-No-19356	13	13	14	57	33	48
gRNA-No-19357	52	58	26	185	94	73
gRNA-No-11957	30	31	19	124	32	30
gRNA-No-11958	336	451	128	929	313	275
gRNA-No-48095	76	146	53	251	81	100
gRNA-No-19363	0	0	0	0	0	0
gRNA-No-19365	86	76	24	183	65	67
gRNA-No-19366	179	208	75	462	202	164
gRNA-No-19367	0	0	0	0	0	0
gRNA-No-19368	121	98	41	182	201	179
gRNA-No-19369	110	144	31	253	57	47
gRNA-No-19370	14	10	16	46	0	0
gRNA-No-19371	13	27	0	0	11	44
gRNA-No-19372	114	173	130	646	130	95
gRNA-No-19373	0	0	6	38	4	2
gRNA-No-14709	0	0	0	0	0	0
gRNA-No-19377	28	23	7	43	37	13
gRNA-No-19378	67	109	33	217	58	65
gRNA-No-19379	2	2	0	1	1	0
gRNA-No-28878	0	0	0	0	0	0
gRNA-No-19383	0	6	12	52	2	0
gRNA-No-19385	18	30	5	30	41	23
gRNA-No-19386	0	0	0	1	22	34
gRNA-No-19387	26	90	38	145	48	48
gRNA-No-19388	0	0	7	12	1	6
gRNA-No-19389	3	4	1	4	0	1
gRNA-No-19390	143	275	65	370	152	174
gRNA-No-19391	199	319	101	623	233	222
gRNA-No-27946	16	27	15	98	61	78
gRNA-No-19393	0	0	0	0	0	0
gRNA-No-19394	0	0	0	0	0	1
gRNA-No-19395	7	3	0	9	0	8
gRNA-No-19396	244	275	102	530	232	222
gRNA-No-19397	106	157	107	658	75	73
gRNA-No-19398	47	64	48	242	43	37
gRNA-No-19399	147	172	57	286	87	78
gRNA-No-19400	437	411	156	901	388	317
gRNA-No-17340	0	0	0	0	0	0
gRNA-No-28883	36	57	17	111	68	75
gRNA-No-24175	0	0	0	0	0	0
gRNA-No-17923	51	59	54	196	62	71
gRNA-No-34300	71	76	3	38	105	66
gRNA-No-17598	158	156	76	329	122	65
gRNA-No-19406	0	0	0	0	0	0
gRNA-No-19407	0	2	7	39	9	1
gRNA-No-19408	19	21	7	14	64	35
gRNA-No-19409	32	14	9	68	7	14
gRNA-No-19410	67	99	30	183	51	81
gRNA-No-19411	174	188	65	412	143	124
gRNA-No-28887	9	16	8	60	0	5
gRNA-No-19413	68	82	11	127	56	51
gRNA-No-19414	17	10	23	65	0	0
gRNA-No-19415	89	113	43	223	48	36
gRNA-No-19416	19	50	7	56	34	63
gRNA-No-19417	0	0	0	0	0	1
gRNA-No-14814	303	258	120	527	374	276
gRNA-No-19419	58	98	22	109	67	36
gRNA-No-19420	247	311	133	671	265	220
gRNA-No-19422	18	30	0	10	12	1
gRNA-No-14826	129	124	34	134	126	54
gRNA-No-28890	194	139	128	321	175	168
gRNA-No-19427	10	43	2	18	1	7
gRNA-No-19428	99	151	32	149	43	54
gRNA-No-19429	0	0	0	2	0	0
gRNA-No-28892	0	0	0	0	0	0
gRNA-No-28893	56	151	26	200	70	54
gRNA-No-28894	422	697	339	1781	752	700
gRNA-No-16853	18	28	5	9	12	9
gRNA-No-19436	0	6	18	47	0	0
gRNA-No-19439	37	63	13	52	46	24
gRNA-No-19440	69	87	12	119	37	52
gRNA-No-19441	91	151	46	216	108	92
gRNA-No-19443	1	0	0	0	0	0
gRNA-No-19444	158	154	69	350	131	82
gRNA-No-19445	28	27	5	8	7	1
gRNA-No-19447	23	27	18	121	16	4
gRNA-No-19448	201	268	124	644	293	259
gRNA-No-19450	189	231	87	329	169	180
gRNA-No-19451	74	128	57	285	94	56
gRNA-No-19453	158	249	192	768	217	175
gRNA-No-19456	4	95	6	96	2	32
gRNA-No-15147	42	35	27	165	108	70
gRNA-No-19083	60	70	11	105	19	9
gRNA-No-15156	14	9	0	0	16	7
gRNA-No-19460	20	20	26	95	21	8
gRNA-No-15160	135	188	60	296	134	145
gRNA-No-19462	0	16	4	25	41	37
gRNA-No-13258	133	164	101	678	244	234
gRNA-No-19464	0	0	0	0	0	0
gRNA-No-19465	26	44	1	4	12	25
gRNA-No-19466	2	1	2	19	0	0
gRNA-No-19467	12	12	0	0	0	0
gRNA-No-19468	62	71	11	79	46	35
gRNA-No-19469	0	0	1	11	0	0
gRNA-No-19470	0	0	0	0	0	0
gRNA-No-19471	26	32	9	79	14	9
gRNA-No-19472	28	40	4	31	17	22
gRNA-No-19473	0	0	0	0	0	0
gRNA-No-19474	0	0	0	0	0	0
gRNA-No-15256	44	50	11	139	52	65
gRNA-No-15258	0	2	0	0	11	19
gRNA-No-19479	7	13	43	212	46	70
gRNA-No-15267	39	37	38	175	51	39
gRNA-No-19481	224	339	137	711	308	262
gRNA-No-15270	0	0	0	0	0	0
gRNA-No-15271	3	3	0	10	8	3
gRNA-No-19484	112	148	102	436	235	239
gRNA-No-19485	4	22	2	17	9	0
gRNA-No-19486	84	104	45	266	56	55
gRNA-No-19487	1	6	5	79	5	22
gRNA-No-19488	97	127	21	203	40	45
gRNA-No-19489	19	21	1	35	53	26
gRNA-No-19491	28	21	13	70	46	34
gRNA-No-19492	0	0	0	0	0	0
gRNA-No-19493	53	96	2	176	2	55
gRNA-No-19494	30	24	8	11	27	23
gRNA-No-19495	190	168	52	324	141	103
gRNA-No-19497	2	2	0	1	0	0
gRNA-No-19498	104	134	39	187	54	68
gRNA-No-19502	0	0	0	0	0	0
gRNA-No-19503	28	40	25	154	42	57
gRNA-No-11995	3	9	1	52	0	2
gRNA-No-19505	0	0	0	0	0	0
gRNA-No-19506	91	126	66	297	44	45
gRNA-No-19507	74	102	30	180	69	83
gRNA-No-19508	127	213	74	370	69	77
gRNA-No-19509	33	54	24	101	107	116
gRNA-No-19512	57	45	1	20	7	8
gRNA-No-19513	1	0	7	43	0	0
gRNA-No-19515	37	57	25	82	4	25
gRNA-No-19516	68	67	13	37	25	24
gRNA-No-19517	42	41	2	80	9	3
gRNA-No-19518	64	42	3	149	8	42
gRNA-No-19519	83	86	68	298	94	80
gRNA-No-19520	25	19	20	87	15	15
gRNA-No-19521	61	49	27	177	64	96
gRNA-No-19525	19	36	12	59	72	43
gRNA-No-19526	32	27	12	85	23	26
gRNA-No-19527	82	187	88	555	141	151
gRNA-No-19528	49	60	35	158	57	53
gRNA-No-19529	10	67	13	143	34	93
gRNA-No-19530	0	0	0	0	0	0
gRNA-No-19531	47	94	17	143	81	96
gRNA-No-19532	2	6	0	0	0	0
gRNA-No-19533	0	0	0	0	0	0
gRNA-No-19534	6	19	0	0	6	2
gRNA-No-44820	0	0	0	0	0	0
gRNA-No-19536	6	14	5	17	1	1
gRNA-No-19537	100	155	55	302	102	71
gRNA-No-19538	14	30	7	60	1	6
gRNA-No-19539	0	2	0	1	15	21
gRNA-No-19541	81	64	35	223	66	47
gRNA-No-19542	24	15	65	325	96	84
gRNA-No-19543	24	31	22	62	76	55
gRNA-No-19545	82	195	53	379	62	109
gRNA-No-19546	67	32	21	115	96	70
gRNA-No-19547	15	21	8	42	2	7
gRNA-No-19548	69	125	26	129	72	54
gRNA-No-19549	41	46	4	24	5	0
gRNA-No-19550	38	43	28	285	72	73
gRNA-No-19551	0	1	0	1	0	0
gRNA-No-19552	103	110	32	153	78	73
gRNA-No-19554	122	207	1	313	51	150
gRNA-No-19555	6	29	17	100	8	29
gRNA-No-19556	149	194	53	311	48	94
gRNA-No-19557	31	52	72	299	86	90
gRNA-No-19558	42	42	9	39	33	30
gRNA-No-19559	0	0	2	28	0	0
gRNA-No-19560	0	0	0	0	0	0
gRNA-No-19561	22	189	11	379	34	176
gRNA-No-19562	0	0	0	0	0	0
gRNA-No-19563	0	22	1	68	0	5
gRNA-No-19564	0	7	0	0	0	0
gRNA-No-19565	0	39	1	50	1	56
gRNA-No-19567	30	56	13	82	15	4
gRNA-No-19568	18	28	24	123	36	46
gRNA-No-19569	17	39	37	232	134	123
gRNA-No-19570	42	99	43	212	60	49
gRNA-No-19571	0	0	0	0	0	0
gRNA-No-19572	0	0	0	0	0	0
gRNA-No-19573	2	0	0	0	0	0
gRNA-No-19575	0	4	14	109	35	15
gRNA-No-30797	0	0	0	0	0	0
gRNA-No-19576	3	28	18	157	15	30
gRNA-No-19577	11	64	1	101	13	17
gRNA-No-19578	0	0	0	0	0	0
gRNA-No-19579	2	24	0	0	2	2
gRNA-No-19580	0	0	0	0	0	0
gRNA-No-19581	4	10	5	25	14	15
gRNA-No-15695	54	121	29	187	155	164
gRNA-No-18274	24	52	1	5	38	12
gRNA-No-19584	39	50	37	188	55	48
gRNA-No-19585	0	0	0	2	0	0
gRNA-No-19586	34	117	16	294	30	79
gRNA-No-19587	46	89	7	68	18	43
gRNA-No-15718	223	240	44	307	194	157
gRNA-No-19589	179	212	86	470	255	312
gRNA-No-39985	35	27	31	96	13	15
gRNA-No-19591	42	38	7	40	10	3
gRNA-No-19593	27	42	39	146	57	66
gRNA-No-19594	30	30	19	101	6	5
gRNA-No-19595	74	119	29	106	15	19
gRNA-No-19596	90	119	48	276	102	136
gRNA-No-19597	0	1	0	0	0	0
gRNA-No-19598	1	8	0	37	0	5
gRNA-No-19599	0	0	0	0	0	0
gRNA-No-19600	0	0	0	0	0	0
gRNA-No-08443	154	188	88	308	90	95
gRNA-No-19602	120	155	55	222	251	170
gRNA-No-19603	89	126	101	434	121	145
gRNA-No-19604	29	54	11	39	38	19
gRNA-No-19606	0	0	0	0	0	0
gRNA-No-19607	0	0	0	0	0	1
gRNA-No-19608	0	0	0	0	0	0
gRNA-No-19609	23	24	15	24	4	21
gRNA-No-19610	0	0	0	1	0	0
gRNA-No-19611	12	11	2	8	0	3
gRNA-No-19612	63	409	47	547	86	349
gRNA-No-19613	17	171	20	417	20	127
gRNA-No-19614	130	139	90	348	277	258
gRNA-No-19615	40	54	40	315	98	78
gRNA-No-19616	6	11	5	41	3	7
gRNA-No-19617	0	0	0	0	0	0
gRNA-No-19618	0	0	0	0	0	0
gRNA-No-19619	0	0	0	0	0	0
gRNA-No-19620	73	64	10	50	60	42
gRNA-No-13840	0	0	0	0	0	0
gRNA-No-19623	26	82	1	33	9	32
gRNA-No-19624	1	1	0	1	0	1
gRNA-No-19625	31	51	30	158	53	40
gRNA-No-19626	0	0	0	0	2	5
gRNA-No-19627	28	67	12	140	78	86
gRNA-No-19628	10	108	1	80	3	32
gRNA-No-19629	0	1	2	8	17	26
gRNA-No-19630	0	0	0	0	0	0
gRNA-No-19631	42	39	2	27	31	40
gRNA-No-19632	0	0	0	0	0	0
gRNA-No-19633	70	74	24	195	158	188
gRNA-No-15959	78	77	34	100	30	32
gRNA-No-19635	49	70	27	127	24	39
gRNA-No-26991	100	152	68	334	193	229
gRNA-No-19637	122	133	67	312	94	61
gRNA-No-15965	3	4	2	42	1	0
gRNA-No-19639	34	38	15	59	11	13
gRNA-No-15972	15	39	8	13	0	0
gRNA-No-19641	270	364	120	649	382	265
gRNA-No-19642	88	147	31	174	118	110
gRNA-No-19643	60	117	63	349	65	59
gRNA-No-19644	3	0	0	2	0	2
gRNA-No-19646	0	0	0	0	0	0
gRNA-No-19650	513	640	276	1614	587	458
gRNA-No-19651	151	163	76	318	142	122
gRNA-No-19652	71	89	18	138	122	97
gRNA-No-19653	0	0	0	0	0	0
gRNA-No-19655	21	42	13	62	90	84
gRNA-No-19656	51	80	53	220	81	82
gRNA-No-19658	0	0	0	0	0	0
gRNA-No-19659	46	84	26	155	39	54
gRNA-No-19661	141	185	93	507	209	158
gRNA-No-19662	12	22	10	38	41	23
gRNA-No-19663	14	10	0	0	25	34
gRNA-No-19664	292	377	108	530	234	181
gRNA-No-19666	0	0	0	0	0	0
gRNA-No-19667	0	0	0	0	0	0
gRNA-No-19668	35	54	8	60	40	52
gRNA-No-19669	45	78	3	64	55	104
gRNA-No-19670	0	0	0	0	0	0
gRNA-No-19671	20	39	17	100	48	42
gRNA-No-19672	2	1	3	38	18	8
gRNA-No-19673	189	283	111	546	329	238
gRNA-No-19674	1	0	0	1	0	1
gRNA-No-19679	53	73	45	246	79	47
gRNA-No-19680	24	45	1	6	2	4
gRNA-No-19681	12	8	11	72	2	4
gRNA-No-19682	15	7	2	38	18	18
gRNA-No-19683	17	39	25	102	49	65
gRNA-No-19684	0	1	0	0	0	0
gRNA-No-19685	83	130	49	235	92	66
gRNA-No-19686	106	159	107	593	175	90
gRNA-No-19687	156	190	68	403	234	180
gRNA-No-19688	11	19	1	7	0	0
gRNA-No-19689	15	5	13	40	25	24
gRNA-No-19690	125	142	42	320	136	115
gRNA-No-19691	1	0	0	0	0	1
gRNA-No-19692	54	104	13	135	68	80
gRNA-No-19693	0	0	0	0	0	0
gRNA-No-19694	37	79	20	124	32	17
gRNA-No-19695	0	0	0	0	0	0
gRNA-No-19696	0	0	0	0	0	0
gRNA-No-19698	0	0	0	7	0	0
gRNA-No-19699	4	12	20	232	63	72
gRNA-No-19700	57	36	19	47	0	4
gRNA-No-19701	21	29	4	58	20	24
gRNA-No-19702	0	0	1	3	1	9
gRNA-No-19703	0	0	0	0	0	0
gRNA-No-19704	67	66	40	133	88	81
gRNA-No-19705	100	133	25	109	69	59
gRNA-No-19707	45	79	29	119	35	66
gRNA-No-40924	0	0	0	0	0	0
gRNA-No-19709	81	81	60	277	82	86
gRNA-No-34554	72	102	67	374	45	49
gRNA-No-19710	0	0	0	0	0	0
gRNA-No-19711	12	14	4	11	6	22
gRNA-No-19713	334	400	107	573	237	142
gRNA-No-19714	9	23	0	28	17	6
gRNA-No-19715	0	0	0	0	0	0
gRNA-No-19716	247	282	117	663	278	135
gRNA-No-19717	0	1	0	4	0	0
gRNA-No-19718	4	2	3	35	15	36
gRNA-No-19719	48	77	53	222	34	23
gRNA-No-19720	0	0	0	0	0	0
gRNA-No-19721	6	0	10	51	0	0
gRNA-No-19722	73	79	34	186	108	97
gRNA-No-16478	22	41	5	32	17	18
gRNA-No-19724	15	21	4	31	78	57
gRNA-No-19725	0	0	0	0	0	0
gRNA-No-19726	67	46	23	203	40	46
gRNA-No-19727	197	297	63	429	238	190
gRNA-No-19728	155	180	40	255	148	140
gRNA-No-19729	73	100	11	49	114	64
gRNA-No-19730	49	60	4	48	7	49
gRNA-No-19731	5	4	1	10	0	1
gRNA-No-19732	61	61	18	105	16	14
gRNA-No-19733	92	166	70	270	104	115
gRNA-No-19734	0	5	8	45	28	19
gRNA-No-19735	0	0	0	0	0	0
gRNA-No-19736	75	104	77	285	41	45
gRNA-No-06212	15	16	0	3	25	24
gRNA-No-34615	0	0	0	0	1	0
gRNA-No-06255	28	69	7	31	38	33
gRNA-No-19740	0	0	3	17	0	0
gRNA-No-19741	4	3	11	75	3	1
gRNA-No-19742	233	427	147	754	357	394
gRNA-No-16568	32	26	15	170	17	8
gRNA-No-16569	129	172	107	399	168	172
gRNA-No-46036	34	12	15	85	79	49
gRNA-No-19746	63	62	32	222	53	87
gRNA-No-19747	201	224	110	353	320	192
gRNA-No-19748	47	47	0	0	8	3
gRNA-No-19749	91	179	52	340	59	67
gRNA-No-19750	72	107	30	178	129	93
gRNA-No-19751	191	390	80	519	194	197
gRNA-No-19752	168	321	86	732	193	255
gRNA-No-19753	14	12	1	27	21	19
gRNA-No-19754	62	117	12	102	66	51
gRNA-No-07334	0	0	0	0	0	0
gRNA-No-39586	0	0	2	0	1	0
gRNA-No-46040	60	61	64	359	126	104
gRNA-No-12030	0	0	0	0	0	0
gRNA-No-19758	21	31	30	146	61	42
gRNA-No-19759	71	150	40	325	109	178
gRNA-No-19760	16	27	12	57	33	16
gRNA-No-19761	61	83	17	50	39	28
gRNA-No-19762	2	10	2	39	24	14
gRNA-No-19763	60	90	34	102	68	72
gRNA-No-19764	0	5	0	0	0	0
gRNA-No-19765	4	1	0	0	0	0
gRNA-No-19766	94	184	51	230	238	187
gRNA-No-19769	32	42	24	80	28	31
gRNA-No-19772	28	25	3	29	3	29
gRNA-No-19773	0	0	0	0	10	10
gRNA-No-19774	0	4	4	11	4	4
gRNA-No-19775	147	158	18	89	66	102
gRNA-No-19776	0	0	0	0	0	0
gRNA-No-19777	14	22	2	36	7	8
gRNA-No-19778	76	132	69	360	180	198
gRNA-No-19779	28	27	2	27	1	30
gRNA-No-19780	55	66	6	93	101	128
gRNA-No-19782	0	8	2	1	0	0
gRNA-No-19783	0	0	0	11	0	0
gRNA-No-19784	0	6	4	39	16	22
gRNA-No-19785	0	0	0	0	0	0
gRNA-No-19786	0	0	0	0	1	0
gRNA-No-19787	17	6	0	0	0	0
gRNA-No-19788	46	56	21	124	48	50
gRNA-No-19789	0	0	0	0	0	0
gRNA-No-19790	225	291	32	222	30	46
gRNA-No-19791	175	194	47	212	69	56
gRNA-No-16774	3	17	5	24	39	57
gRNA-No-19793	48	87	11	86	18	18
gRNA-No-16798	211	271	143	925	157	227
gRNA-No-19796	6	9	0	0	5	0
gRNA-No-16802	40	90	29	59	24	16
gRNA-No-16803	139	170	113	545	255	199
gRNA-No-16804	574	600	288	1192	587	446
gRNA-No-19800	109	124	42	209	149	138
gRNA-No-27269	0	5	0	0	0	0
gRNA-No-19802	17	13	1	7	0	0
gRNA-No-04986	2	1	0	0	0	0
gRNA-No-20019	0	0	0	0	0	0
gRNA-No-31676	112	175	100	486	197	166
gRNA-No-19806	10	29	2	47	19	17
gRNA-No-16836	137	142	143	758	230	169
gRNA-No-16839	39	53	1	3	4	3
gRNA-No-31712	9	21	0	15	45	36
gRNA-No-16849	268	373	126	580	287	292
gRNA-No-19811	0	3	0	0	6	8
gRNA-No-19812	0	0	0	0	0	0
gRNA-No-41425	430	552	210	1073	561	415
gRNA-No-16861	9	12	0	16	1	8
gRNA-No-47039	0	0	0	0	0	0
gRNA-No-19816	245	239	78	332	95	98
gRNA-No-19817	19	42	15	46	23	23
gRNA-No-16924	27	53	1	30	0	3
gRNA-No-16927	17	18	1	20	9	10
gRNA-No-16930	193	157	70	404	309	272
gRNA-No-16936	4	1	0	0	0	0
gRNA-No-19822	11	16	26	74	3	4
gRNA-No-16943	190	183	121	463	245	194
gRNA-No-19825	1	3	3	30	6	0
gRNA-No-16962	99	104	27	125	50	26
gRNA-No-19827	275	380	136	719	212	257
gRNA-No-19828	0	0	0	0	0	0
gRNA-No-19829	3	9	4	7	25	13
gRNA-No-16975	7	20	0	1	0	1
gRNA-No-19831	23	69	4	28	21	23
gRNA-No-40284	6	7	0	23	4	12
gRNA-No-19833	69	129	2	95	28	77
gRNA-No-19834	0	0	0	0	0	0
gRNA-No-19835	17	23	2	58	0	0
gRNA-No-16996	0	0	0	0	0	0
gRNA-No-19837	82	120	15	108	10	9
gRNA-No-19838	194	213	100	420	145	117
gRNA-No-19839	129	199	52	389	184	186
gRNA-No-19840	0	3	0	0	0	0
gRNA-No-19842	44	63	2	41	1	23
gRNA-No-19843	104	179	21	140	53	52
gRNA-No-19844	111	198	16	181	64	98
gRNA-No-19845	3	9	0	5	0	6
gRNA-No-19847	194	407	114	750	245	366
gRNA-No-19848	56	130	4	285	10	79
gRNA-No-19849	14	35	29	131	30	18
gRNA-No-19850	0	0	0	0	0	0
gRNA-No-19851	0	0	0	0	0	0
gRNA-No-28934	747	1037	441	2122	787	802
gRNA-No-19854	87	95	54	165	153	89
gRNA-No-19855	113	144	74	320	100	142
gRNA-No-19856	0	0	0	0	0	0
gRNA-No-19857	0	0	0	0	0	0
gRNA-No-19858	48	135	62	349	95	95
gRNA-No-19861	4	0	0	1	0	0
gRNA-No-19862	54	102	29	193	94	36
gRNA-No-19863	15	51	18	124	18	25
gRNA-No-19864	0	0	0	0	0	0
gRNA-No-19865	0	1	0	2	0	0
gRNA-No-19866	123	177	77	292	135	118
gRNA-No-19868	290	310	164	884	226	230
gRNA-No-19870	21	13	3	26	29	36
gRNA-No-19871	0	0	0	1	0	0
gRNA-No-19872	5	19	0	28	4	11
gRNA-No-19873	81	122	74	230	89	103
gRNA-No-19874	0	0	0	0	0	0
gRNA-No-19875	171	293	73	477	164	113
gRNA-No-19876	0	0	0	0	0	0
gRNA-No-19877	1	0	0	0	0	0
gRNA-No-19878	217	361	163	819	269	367
gRNA-No-19879	0	1	0	0	0	0
gRNA-No-30449	0	0	0	0	0	0
gRNA-No-19881	0	1	12	60	0	0
gRNA-No-19882	21	63	5	15	13	6
gRNA-No-19883	43	56	34	182	61	89
gRNA-No-19884	44	97	39	201	68	39
gRNA-No-01074	92	111	41	213	144	125
gRNA-No-19886	314	386	219	1164	252	269
gRNA-No-19887	54	51	44	235	52	53
gRNA-No-19888	112	211	133	898	176	180
gRNA-No-19889	88	134	42	261	48	42
gRNA-No-19890	85	126	45	142	65	58
gRNA-No-03395	0	0	0	1	0	0
gRNA-No-19892	23	8	11	30	18	24
gRNA-No-19893	29	52	13	79	49	74
gRNA-No-19894	37	70	34	86	92	78
gRNA-No-19895	2	5	0	2	12	6
gRNA-No-17168	6	14	12	96	3	5
gRNA-No-17170	2	19	12	41	35	11
gRNA-No-19898	0	0	0	0	0	0
gRNA-No-19899	15	13	0	1	11	5
gRNA-No-19900	0	0	0	0	0	0
gRNA-No-19901	27	22	38	102	18	16
gRNA-No-19902	39	81	16	69	45	33
gRNA-No-19903	6	10	4	6	25	11
gRNA-No-19904	247	257	88	348	196	149
gRNA-No-17176	0	0	0	0	0	0
gRNA-No-19906	81	164	74	357	143	106
gRNA-No-19907	2	13	10	40	13	16
gRNA-No-03398	627	794	272	1595	613	662
gRNA-No-03399	60	119	31	99	113	99
gRNA-No-19910	0	0	0	0	0	0
gRNA-No-19911	0	0	0	0	2	3
gRNA-No-19912	10	22	4	22	0	0
gRNA-No-19913	268	456	85	657	187	231
gRNA-No-17288	138	182	80	412	115	138
gRNA-No-19915	4	17	0	0	0	0
gRNA-No-19916	24	49	48	219	81	61
gRNA-No-19917	53	59	2	21	30	21
gRNA-No-17294	34	44	23	149	78	65
gRNA-No-19919	21	33	11	62	6	20
gRNA-No-19920	174	187	99	448	110	60
gRNA-No-19921	7	25	8	55	11	51
gRNA-No-19922	285	348	93	529	190	250
gRNA-No-19923	45	54	51	120	52	27
gRNA-No-19924	134	141	66	340	106	71
gRNA-No-19925	270	403	103	603	188	142
gRNA-No-19926	29	57	35	223	44	57
gRNA-No-19927	16	31	3	1	6	2
gRNA-No-19928	3	4	3	27	10	5
gRNA-No-19929	92	93	25	153	83	82
